OBJECTID,site_name,site_addr,aff_unit,tot_units,zip_code,state_fp,county_fp,tractce,neighborhood,,,
543,CATS Eddy Street Apartments (CATS),425 EDDY ST,25,25,94102,6,75,12404,Tenderloin,,,
544,Cameo Apartments,481 EDDY ST,30,31,94102,6,75,12404,Tenderloin,,,
575,Curry Senior Center Apartments,315 TURK ST,13,14,94102,6,75,12404,Tenderloin,,,
588,308 Turk Street,308 TURK ST,20,20,94102,6,75,12404,Tenderloin,,,
678,348 Hyde,336 HYDE ST,1,12,94109,6,75,12404,Tenderloin,,,
53,Crescent Manor Apartments,467 Turk Street,93,94,94102,6,75,12403,Tenderloin,,,
144,421 Turk Street Apartments,421 Turk Street,28,29,94102,6,75,12403,Tenderloin,,,
184,Madonna,350 Golden Gate Avenue,69,70,94102,6,75,12403,Tenderloin,,,
219,430 Turk Street,430 Turk Street,89,89,94102,6,75,12403,Tenderloin,,,
519,575 Eddy,575 EDDY ST,42,47,94102,6,75,12403,Tenderloin,,,
546,Larkin St Assisted Care Program,129 HYDE ST,12,12,94102,6,75,12403,Tenderloin,,,
270,Saint Claire Hotel,585 Geary Street,41,41,94102,6,75,12302,Tenderloin,,,
505,Geary Courtyard,639 GEARY ST,19,164,94102,6,75,12302,Tenderloin,,,
568,Tower 737 (aka Post St Towers),737 POST ST,28,248,94109,6,75,12302,Tenderloin,,,
42,O'Farrell Towers,477 O'Farrell Street,100,101,94102,6,75,12301,Tenderloin,,,
67,Maria Manor,174 Ellis Street,118,119,94102,6,75,12301,Tenderloin,,,
91,Cecil Williams Glide Community House,333 Taylor Street,52,53,94102,6,75,12301,Tenderloin,,,
155,Klimm Apartments,460 Ellis Street,41,42,94102,6,75,12301,Tenderloin,,,
181,Arlington Hotel,480 Ellis Street,153,154,94102,6,75,12301,Tenderloin,,,
187,450 ELLIS STREET APTS,450 Ellis Street,24,29,94102,6,75,12301,Tenderloin,,,
230,350 Ellis,350 Ellis Street,96,96,94102,6,75,12301,Tenderloin,,,
509,525 O'Farrell Street,525 O'FARRELL ST,25,26,94102,6,75,12301,Tenderloin,,,
382,1158 Sutter,1158 SUTTER ST,1,14,94108,6,75,12001,Nob Hill,,,
414,Blanc,1080 SUTTER ST,4,35,94109,6,75,12001,Nob Hill,,,
456,1433 Bush,1433 BUSH ST,6,40,94109,6,75,12001,Nob Hill,,,
468,1238 Sutter,1238 SUTTER ST,4,37,94109,6,75,12001,Nob Hill,,,
396,725 Pine,725 PINE ST,2,22,94108,6,75,11902,Nob Hill,,,
541,Mary Elizabeth Inn,1040 BUSH ST,88,92,94109,6,75,11901,Nob Hill,,,
343,Landmark Union Sq.,333 GRANT AVE,2,39,94108,6,75,11700,Financial District/South Beach,,,
345,Odeon,150 POWELL ST,3,29,94102,6,75,11700,Financial District/South Beach,,,
371,The Royal,201 SANSOME ST,5,46,94104,6,75,11700,Financial District/South Beach,,,
20,Mei Lun Yuen,945 Sacramento St,185,185,94108,6,75,11300,Chinatown,,,
89,"YWCA APARTMENTS, INC.",940 Powell St,97,98,94108,6,75,11300,Chinatown,,,
261,Consorcia Apartments,1204 Mason Street,23,24,94108,6,75,11300,Chinatown,,,
616,1201 Powell Street,1201 POWELL ST,17,17,94133,6,75,11300,Chinatown,,,
111,Larkin Pine Senior Housing,1303 Larkin St,62,63,94109,6,75,11102,Nob Hill,,,
149,Leland Polk Senior Community,1315 Polk Street,71,72,94109,6,75,11102,Nob Hill,,,
315,The Midtown,1452 BUSH ST,2,22,94109,6,75,11102,Nob Hill,,,
460,1527-1545 Pine (The Austin),1527-45 PINE ST,12,100,94109,6,75,11102,Nob Hill,,,
526,1370 California Apartments,1370 CALIFORNIA ST,48,49,94109,6,75,11101,Nob Hill,,,
404,1355 Pacific,1355 PACIFIC AVE,2,23,94109,6,75,11002,Russian Hill,,,
420,1645 Pacific,1645 PACIFIC AVE,5,39,94109,6,75,11002,Russian Hill,,,
352,1725 Washington,1725 WASHINGTON ST,2,16,94109,6,75,11001,Russian Hill,,,
434,Marlow,1800 VAN NESS AVE,15,98,94109,6,75,11001,Russian Hill,,,
493,Chinese Community Church of San Francisco,1535 JACKSON ST,10,18,94109,6,75,11001,Russian Hill,,,
674,Pacific Homes (AKA 1800 Washington and 1701 Jackson),1901 VAN NESS AVE,6,149,94109,6,75,11001,Russian Hill,,,
73,Notre Dame Apartments,1590 Broadway Street,201,204,94109,6,75,10902,Russian Hill,,,
129,2300 Van Ness Ave. Apartments,2300 Van Ness Avenue,22,22,94109,6,75,10902,Russian Hill,,,
323,The Redstone,1450 GREENWICH ST,4,24,94109,6,75,10201,Russian Hill,,,
142,North Beach Place,567 Bay Street,341,341,94133,6,75,10102,North Beach,,,
283,Villa North Beach,690 CHESTNUT ST,4,117,94133,6,75,10102,North Beach,,,
362,329 Bay,329 BAY ST,2,21,94133,6,75,10102,North Beach,,,
366,520 Chestnut,520 CHESTNUT ST,2,20,94133,6,75,10102,North Beach,,,
87,Wharf Plaza I,150 Francisco St,116,116,94133,6,75,10101,North Beach,,,
88,Wharf Plaza II,155 Francisco Street,114,114,94133,6,75,10101,North Beach,,,
151,The Arc Apartments,416 Bay Street,8,9,94109,6,75,10101,North Beach,,,
213,227 Bay Street,227 Bay Street,49,50,94133,6,75,10101,North Beach,,,
372,Northpoint Apartments,2351 POWELL ST,9,72,94133,6,75,10101,North Beach,,,
48,Bayside Elderly Housing,777 Broadway Street,31,31,94133,6,75,10701,Chinatown,,,
75,On Lok House,1441 Powell Street,54,54,94109,6,75,10701,Chinatown,,,
214,990 Pacific Avenue,990 Pacific Avenue,91,92,94133,6,75,10701,Chinatown,,,
236,Ping Yuen North,838 Pacific Avenue,199,200,94133,6,75,10701,Chinatown,,,
268,Swiss American Hotel,534-540 Broadway,66,66,94133,6,75,10600,North Beach,,,
487,Tower Hotel,1525 GRANT AVE,17,33,94133,6,75,10600,North Beach,,,
600,462 Green Street,462 GREEN ST,6,6,94133,6,75,10600,North Beach,,,
157,Broadway Family Apartments,810 Battery Street,80,81,94108,6,75,10500,Financial District/South Beach,,,
191,Broadway Sansome Apartments,255 Broadway,74,75,94111,6,75,10500,Financial District/South Beach,,,
249,88 Broadway,88 Broadway Street,114,125,94111,6,75,10500,Financial District/South Beach,,,
250,735 Davis,735 Davis St,52,53,94111,6,75,10500,Financial District/South Beach,,,
7,Lady Shaw Senior Center,1483 Mason St,69,70,94133,6,75,10800,Nob Hill,,,
166,Hotel Essex,684 Ellis Street,84,84,94109,6,75,12203,Tenderloin,,,
212,666 Ellis Street,666 Ellis Street,99,100,94109,6,75,12203,Tenderloin,,,
293,949 Post,949 POST ST,24,24,94109,6,75,12203,Tenderloin,,,
133,Ellis Street Apartments,864 Ellis Street,24,25,94102,6,75,12202,Tenderloin,,,
162,Polk & Geary Senior Housing,990 Polk Street,109,110,94109,6,75,12202,Tenderloin,,,
265,Jordan Apartments,820 O'Farrell Street,54,55,94109,6,75,12202,Tenderloin,,,
309,900 Van Ness,900 VAN NESS AVE,3,28,94109,6,75,12202,Tenderloin,,,
479,719 Larkin St,719 LARKIN ST,6,42,94109,6,75,12202,Tenderloin,,,
538,Iroquois Hotel,835 O'FARRELL ST,73,73,94109,6,75,12202,Tenderloin,,,
573,Hartland Hotel,909 GEARY ST,136,136,94109,6,75,12202,Tenderloin,,,
585,Marathon Hotel,710 ELLIS ST,10,44,94103,6,75,12202,Tenderloin,,,
392,723 Taylor,723 TAYLOR ST,1,12,94108,6,75,12100,Nob Hill,,,
403,901 Bush,901 BUSH ST,5,38,94109,6,75,12100,Nob Hill,,,
452,832 Sutter,832 SUTTER ST,2,20,94109,6,75,12100,Nob Hill,,,
311,3375 17th,3371 17TH ST,2,24,94110,6,75,20802,Mission,,,
322,2200 Mission,2200 MISSION ST,3,23,94110,6,75,20802,Mission,,,
469,600 S. Van Ness,600 SOUTH VAN NESS AVE,4,27,94110,6,75,20802,Mission,,,
481,3434 18th,3434 18TH ST,8,8,94110,6,75,20802,Mission,,,
508,Leandro Soto Apartments,2155 MISSION ST,48,48,94110,6,75,20802,Mission,,,
610,2217 Mission Street,2217 MISSION ST,8,8,94110,6,75,20802,Mission,,,
637,2260 Mission St,2260 Mission St,6,0,,6,75,20802,Mission,,,
161,1030 Post Street Apartments,1030 Post Street,62,63,94109,6,75,12002,Nob Hill,,,
502,City Heights Apts (aka Avalon Nob Hill),840 POST ST,37,185,94109,6,75,12002,Nob Hill,,,
654,Progress Apartments,1272 S. Van Ness Ave,12,12,94110,6,75,12002,Nob Hill,,,
307,545 Lenworth,545 LEAVENWORTH ST,1,12,94109,6,75,12204,Tenderloin,,,
490,Sierra Madre,421 LEAVENWORTH ST,46,47,94109,6,75,12204,Tenderloin,,,
202,Alice Griffith Phase 1,2600 Arelious Walker Drive,89,93,94121,6,75,23400,Bayview Hunters Point,,,
203,Alice Griffith Phase 2,2700 Arelious Walker Drive,90,91,94121,6,75,23400,Bayview Hunters Point,,,
205,Alice Griffith Phase 3B,2500 Arelious Walker Drive,39,40,94121,6,75,23400,Bayview Hunters Point,,,
221,Alice Griffith Phase 3A,2500 Arelious Walker Drive,80,82,94124,6,75,23400,Bayview Hunters Point,,,
242,Alice Griffith Phase 4,2800 Arelious Walker Drive,31,31,94124,6,75,23400,Bayview Hunters Point,,,
649,Bayview Senior Housing,5545 Third Street,53,54,94124,6,75,23400,Bayview Hunters Point,,,
681,True Hope Square,950 GILMAN ST,20,20,94124,6,75,23400,Bayview Hunters Point,,,
