FID_1,ObjectID,STATUS_1,ST_NUMBER,ST_NAME,CERT_RESID,CERT_TOURI,REPORTED_R,REPORTED_T,VACANT_RES,VACANT_TOU,TOTAL_UNIT,AVG_RENT,SERVICES,MAPBLKLOT,AFF_100_LA,FID_1_1,OBJECTID_1,FIPSSTCO,TRT2000,STFID,TRACTID,STATE,COUNTY,BOS,PD,NHOOD,Shape_Leng,Shape_Area,LOGRECNO,FID_2,object_id,state_fp,county_fp,tractce,name,neighborhood,date_data_,time_data_,sup_dist_2,sup_dist_3,date_dat_2,time_dat_2,geoid
495,3,For Profit,3900,03RD ST,19,0,0,0,0,0,0,0,,5242021,,167,168,6075,60900,6075060900,609,6,75,10,10 - South Bayshore,Bayview Hunters Point,42908.2456,38155998.68,18964,0,242,6,75,980900,9809,Bayview Hunters Point Hunters Point,7/8/2022,12:00.0,10,10,7/8/2022,09:48.1,6075980900
496,1,For Profit,479,03RD ST,19,0,19,0,0,19,19,490,Yes,3763022,,168,169,6075,17901,6075017901,179.01,6,75,6,09 - South of Market,South of Market,21354.7627,11889088.12,18849,12,230,6,75,61502,615.02,Financial District/South Beach,7/8/2022,12:00.0,6,6,7/8/2022,09:48.1,6075061502
497,345,For Profit,106,SOUTH PARK AV,15,9,0,0,0,0,0,0,,3775058,Y,168,169,6075,17901,6075017901,179.01,6,75,6,09 - South of Market,South of Market,21354.7627,11889088.12,18849,12,230,6,75,61502,615.02,Financial District/South Beach,7/8/2022,12:00.0,6,6,7/8/2022,09:48.1,6075061502
498,482,Non-Profit,22,SOUTH PARK AV,50,0,0,0,0,0,0,0,,3775048,Y,168,169,6075,17901,6075017901,179.01,6,75,6,09 - South of Market,South of Market,21354.7627,11889088.12,18849,12,230,6,75,61502,615.02,Financial District/South Beach,7/8/2022,12:00.0,6,6,7/8/2022,09:48.1,6075061502
499,483,Non-Profit,102,SOUTH PARK AV,38,1,0,0,0,0,0,0,,3775057,Y,168,169,6075,17901,6075017901,179.01,6,75,6,09 - South of Market,South of Market,21354.7627,11889088.12,18849,12,230,6,75,61502,615.02,Financial District/South Beach,7/8/2022,12:00.0,6,6,7/8/2022,09:48.1,6075061502
480,4,For Profit,4544,03RD ST,17,0,0,0,17,0,17,0,No,5296031,,94,95,6075,23002,6075023002,230.02,6,75,10,10 - South Bayshore,Bayview Hunters Point,8158.298939,2285185.855,18881,13,226,6,75,61200,612,Bayview Hunters Point Hunters Point,7/8/2022,12:00.0,10,10,7/8/2022,09:48.1,6075061200
95,107,For Profit,808,CLAY ST,7,0,7,0,0,0,7,264.14,No,210006,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
96,111,For Profit,870,CLAY ST,36,0,36,0,0,0,36,482.59,,210012,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
99,174,For Profit,861,GRANT AV,8,0,8,0,8,0,8,0,No,210001,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
100,175,For Profit,917,GRANT AV,14,0,14,0,0,0,14,597.75,Yes,193009,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
102,177,For Profit,933,GRANT AV,33,0,46,0,1,0,49,435,Yes,193007,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
106,194,For Profit,706,JACKSON ST,83,0,83,0,0,0,83,400,Yes,178003,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
110,339,For Profit,45,ROSS AL,28,0,28,0,0,0,28,300,Yes,0193021A,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
111,346,For Profit,4,SPOFFORD AL,12,0,10,0,2,0,12,0,Yes,210010,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
112,347,For Profit,31,SPOFFORD AL,7,0,0,0,0,0,0,0,,210015,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
113,348,For Profit,32,SPOFFORD AL,8,0,0,0,0,0,0,0,,210023,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
114,349,For Profit,39,SPOFFORD AL,40,2,0,0,0,0,0,0,,210021,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
115,350,For Profit,44,SPOFFORD AL,8,0,0,0,0,0,0,0,,210045,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
116,351,For Profit,48,SPOFFORD AL,7,0,7,0,0,0,7,440.51,,210025,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
117,355,For Profit,1064,STOCKTON ST,12,0,12,0,0,0,12,322.39,Yes,193022,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
119,406,For Profit,858,WASHINGTON ST,140,0,0,0,0,0,0,0,,193017,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
120,407,For Profit,874,WASHINGTON ST,115,0,115,0,0,0,115,448.11,Yes,193018,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
121,410,For Profit,124,WAVERLY PL,26,0,26,0,0,0,26,495.58,Yes,210038,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
123,430,Non-Profit,854,CLAY ST,16,0,0,0,0,0,0,0,,210011,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
125,485,Non-Profit,1044,STOCKTON ST,10,0,0,0,0,0,0,0,,193021,Y,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,14,225,6,75,61102,611.02,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061102
97,126,For Profit,21,COOPER AL,15,0,16,0,0,0,16,125,Yes,194029,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
98,170,For Profit,828,GRANT,40,0,0,0,0,0,0,0,,209004,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
101,176,For Profit,924,GRANT AV,20,0,0,0,0,0,0,0,,194014,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
103,191,For Profit,617,JACKSON ST,8,0,3,0,5,0,8,100,Yes,194033,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
104,192,For Profit,624,JACKSON ST,12,0,12,0,0,0,12,410.55,,177005,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
105,193,For Profit,629,JACKSON ST,9,0,5,0,4,0,9,199.34,FG,194032,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
107,215,For Profit,833,KEARNY ST,44,0,0,0,0,0,0,0,Yes,194003,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
108,216,For Profit,901,KEARNY ST,42,0,0,0,0,0,0,0,,177002,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
109,217,For Profit,935,KEARNY ST,128,21,105,21,23,0,149,907.05,Yes,177001,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
118,405,For Profit,735,WASHINGTON ST,20,0,20,0,0,0,20,386.12,Yes,209011,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
122,411,For Profit,24,WENTWORTH ST,21,0,20,0,1,0,21,245,No,194023,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
124,459,Non-Profit,610,JACKSON ST,8,0,0,0,0,0,0,0,,177003,,13,14,6075,11400,6075011400,114,6,75,3,03 - Northeast,Chinatown,3766.010003,885902.7361,18803,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
126,99,For Profit,640,CLAY ST,119,3,115,0,9,0,124,704.95,Yes,208008,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
127,100,For Profit,647,CLAY ST,22,0,22,0,3,0,22,371,No,227044,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
128,101,For Profit,668,CLAY ST,107,0,95,0,12,0,107,585.28,Yes,208010,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
129,115,For Profit,67,COLUMBUS AV,11,0,5,0,0,0,5,434.06,Yes,195016,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
130,116,For Profit,112,COLUMBUS AV,99,0,97,0,2,0,99,1209,Yes,176010,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
131,125,For Profit,688,COMMERCIAL ST,85,0,85,0,0,0,85,350,Yes,227033,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
132,213,For Profit,706,KEARNY ST,36,0,24,0,12,0,36,450.83,Yes,208011,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
133,214,For Profit,712,KEARNY ST,18,0,0,0,0,0,0,0,,208012,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
134,340,For Profit,666,SACRAMENTO ST,17,0,15,0,2,0,17,361,Yes,227015,,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
135,428,Non-Profit,657,CLAY ST,83,0,0,0,0,0,0,0,,227043,Y,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
136,429,Non-Profit,665,CLAY ST,22,0,0,0,0,0,0,0,,227042,Y,14,15,6075,11500,6075011500,115,6,75,3,03 - Northeast,Financial District,5208.602841,1695663.394,18804,15,224,6,75,61101,611.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075061101
492,47,For Profit,4740,BALBOA ST,10,1,10,0,0,0,10,610.99,Yes,1591005J,,134,135,6075,47901,6075047901,479.01,6,75,1,01 - Richmond,Outer Richmond,19364.01967,11922341.66,18954,24,216,6,75,47904,479.04,Outer Richmond,7/8/2022,12:00.0,1,1,7/8/2022,09:48.1,6075047904
487,30,For Profit,311,11TH AV,14,0,14,0,0,0,14,503.63,Yes,1443001,,122,123,6075,40200,6075040200,402,6,75,1,01 - Richmond,Inner Richmond,9883.947664,5892024.402,18944,34,201,6,75,40200,402,Inner Richmond,7/8/2022,12:00.0,1,1,7/8/2022,09:48.1,6075040200
488,156,For Profit,4330,GEARY BL,12,0,12,0,0,0,12,980,Yes,1439020,,122,123,6075,40200,6075040200,402,6,75,1,01 - Richmond,Inner Richmond,9883.947664,5892024.402,18944,34,201,6,75,40200,402,Inner Richmond,7/8/2022,12:00.0,1,1,7/8/2022,09:48.1,6075040200
500,422,Non-Profit,2685,30TH AV,14,0,0,0,0,0,0,0,,2446A001,,174,175,6075,35400,6075035400,354,6,75,4,15 - Outer Sunset,Parkside,14751.70807,11185039.01,18942,36,199,6,75,35400,354,Sunset/Parkside,7/8/2022,12:00.0,4,4,7/8/2022,09:48.1,6075035400
489,455,Non-Profit,6324,GEARY ST,34,0,0,0,0,0,0,0,,1459033,Y,124,125,6075,42700,6075042700,427,6,75,1,01 - Richmond,Outer Richmond,9709.351938,4462230.298,18946,39,204,6,75,42700,427,Outer Richmond,7/8/2022,12:00.0,1,1,7/8/2022,09:48.1,6075042700
490,44,For Profit,3429,ANZA ST,9,0,0,0,0,0,9,0,No,1568028,,129,130,6075,47701,6075047701,477.01,6,75,1,01 - Richmond,Outer Richmond,8338.358918,3851925.704,18951,48,210,6,75,47701,477.01,Outer Richmond,7/8/2022,12:00.0,1,1,7/8/2022,09:48.1,6075047701
491,45,For Profit,3433,ANZA ST,9,0,4,0,5,0,9,375,Yes,1568027,,129,130,6075,47701,6075047701,477.01,6,75,1,01 - Richmond,Outer Richmond,8338.358918,3851925.704,18951,48,210,6,75,47701,477.01,Outer Richmond,7/8/2022,12:00.0,1,1,7/8/2022,09:48.1,6075047701
354,499,Non-Profit,445,WAWONA ST,64,51,0,0,0,0,0,0,,2540102,,38,39,6075,30800,6075030800,308,6,75,7,14 - Inner Sunset,West of Twin Peaks,17200.90986,13392762.58,18923,62,171,6,75,30800,308,West of Twin Peaks,7/8/2022,12:00.0,7,7,7/8/2022,09:48.1,6075030800
355,500,Non-Profit,445,WAWONA ST,64,51,0,0,0,0,0,0,,2540102,,38,39,6075,30800,6075030800,308,6,75,7,14 - Inner Sunset,West of Twin Peaks,17200.90986,13392762.58,18923,62,171,6,75,30800,308,West of Twin Peaks,7/8/2022,12:00.0,7,7,7/8/2022,09:48.1,6075030800
486,419,Non-Profit,1234,10TH ST,32,0,0,0,0,0,0,0,,1741052,,113,114,6075,30202,6075030202,302.02,6,75,5,14 - Inner Sunset,Inner Sunset,7814.311617,3806296.262,18916,73,164,6,75,30202,302.02,Inner Sunset,7/8/2022,12:00.0,5,7,7/8/2022,09:48.1,6075030202
493,273,For Profit,4796,MISSION ST,11,0,10,0,0,0,10,728,Yes,6956036,,135,136,6075,26100,6075026100,261,6,75,11,12 - South Central,Outer Mission,12072.5714,7812669.869,18904,87,151,6,75,26100,261,Outer Mission,7/8/2022,12:00.0,11,11,7/8/2022,09:48.1,6075026100
494,274,For Profit,5060,MISSION ST,4,15,4,6,0,9,19,1500,,6969012,,135,136,6075,26100,6075026100,261,6,75,11,12 - South Central,Outer Mission,12072.5714,7812669.869,18904,87,151,6,75,26100,261,Outer Mission,7/8/2022,12:00.0,11,11,7/8/2022,09:48.1,6075026100
485,481,Non-Profit,801,SILVER AV,142,0,0,0,0,0,0,0,,5900A025,,110,111,6075,25700,6075025700,257,6,75,9,12 - South Central,Excelsior,20394.4178,12322050.19,18897,94,143,6,75,25701,257.01,Portola,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075025701
482,43,For Profit,55,30TH ST,26,0,24,0,2,0,26,600,Yes,6660044,,104,105,6075,25300,6075025300,253,6,75,9,11 - Bernal Heights,Bernal Heights,10332.68616,4057113.802,18891,105,136,6,75,25300,253,Bernal Heights,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075025300
483,272,For Profit,3308,MISSION ST,22,6,24,0,4,0,28,800,Yes,6635001,,104,105,6075,25300,6075025300,253,6,75,9,11 - Bernal Heights,Bernal Heights,10332.68616,4057113.802,18891,105,136,6,75,25300,253,Bernal Heights,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075025300
484,404,For Profit,16,VIRGINIA AV,14,0,14,0,0,0,14,500,Yes,5642050,,104,105,6075,25300,6075025300,253,6,75,9,11 - Bernal Heights,Bernal Heights,10332.68616,4057113.802,18891,105,136,6,75,25300,253,Bernal Heights,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075025300
481,412,Non-Profit,6600,03RD ST,43,0,0,0,0,0,0,0,,5476009,Y,100,101,6075,23300,6075023300,233,6,75,10,10 - South Bayshore,Bayview Hunters Point,13362.87616,6988105.952,18887,109,132,6,75,23300,233,Bayview Hunters Point Hunters Point,7/8/2022,12:00.0,10,10,7/8/2022,09:48.1,6075023300
479,391,For Profit,1312,UTAH ST,16,0,17,0,0,0,17,0,Yes,4264001,,92,93,6075,22903,6075022903,229.03,6,75,9,08 - Mission,Mission,7438.780077,3358885.623,18879,114,126,6,75,22903,229.03,Mission,7/8/2022,12:00.0,9,10,7/8/2022,09:48.1,6075022903
478,231,For Profit,2901,MARIPOSA ST,46,0,0,0,0,0,0,0,,4019001,,87,88,6075,22801,6075022801,228.01,6,75,6,08 - Mission,Mission,10012.59725,6223967.695,18874,118,121,6,75,22801,228.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075022801
476,2,For Profit,2342,03RD ST,18,0,0,0,0,0,0,0,,4108003A,,83,84,6075,22600,6075022600,226,6,75,10,09 - South of Market,Potrero Hill,37073.24423,14186447.44,18870,120,118,6,75,22600,226,Potrero Hill,7/8/2022,12:00.0,10,10,7/8/2022,09:48.1,6075022600
477,41,For Profit,732,22ND ST,31,0,29,0,1,0,30,937,Yes,4108020,,83,84,6075,22600,6075022600,226,6,75,10,09 - South of Market,Potrero Hill,37073.24423,14186447.44,18870,120,118,6,75,22600,226,Potrero Hill,7/8/2022,12:00.0,10,10,7/8/2022,09:48.1,6075022600
456,38,For Profit,3491,20TH ST,41,0,39,0,1,0,40,1263.41,,3610029,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
457,39,For Profit,3562,20TH ST,22,0,22,0,3,0,22,518.18,Yes,3596054,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
458,40,For Profit,3270,21ST ST,11,0,11,0,0,0,11,838.53,Yes,3609023,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
462,265,For Profit,2361,MISSION ST,64,23,60,19,2,6,87,800,Yes,3595024,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
463,266,For Profit,2370,MISSION ST,12,0,12,0,0,0,12,300,Yes,3596014,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
464,267,For Profit,2438,MISSION ST,5,9,4,0,1,9,14,500,No,3609006,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
465,268,For Profit,2477,MISSION ST,15,0,15,0,0,0,15,630,Yes,3610020,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
466,269,For Profit,2522,MISSION ST,9,0,0,0,0,0,0,0,,3616061,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
469,397,For Profit,1041,VALENCIA ST,12,0,12,0,0,0,12,593.72,Yes,3616022,,70,71,6075,20800,6075020800,208,6,75,9,08 - Mission,Mission,8396.680334,3724963.882,18859,132,106,6,75,20801,208.01,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020801
423,75,For Profit,527,BRYANT ST,8,0,3,0,5,0,8,0,No,3776098,,62,63,6075,18000,6075018000,180,6,75,6,09 - South of Market,South of Market,17104.68472,10084391.45,18851,133,93,6,75,18000,180,South of Market,7/8/2022,12:00.0,6,6,7/8/2022,09:48.1,6075018000
474,427,Non-Profit,3550,CESAR CHAVEZ,49,0,0,0,0,0,0,0,,6568034,,72,73,6075,21000,6075021000,210,6,75,8,08 - Mission,Mission,7853.287637,3418368.333,18861,135,109,6,75,21000,210,Mission,7/8/2022,12:00.0,8,8,7/8/2022,09:48.1,6075021000
475,496,Non-Profit,1462,VALENCIA ST,7,4,0,0,0,0,0,0,,6531012,,72,73,6075,21000,6075021000,210,6,75,8,08 - Mission,Mission,7853.287637,3418368.333,18861,135,109,6,75,21000,210,Mission,7/8/2022,12:00.0,8,8,7/8/2022,09:48.1,6075021000
471,42,For Profit,3414,25TH ST,20,0,20,0,0,0,20,466.75,Yes,6516009,,71,72,6075,20900,6075020900,209,6,75,9,08 - Mission,Mission,7856.78961,3382884.624,18860,136,108,6,75,20900,209,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020900
472,270,For Profit,2697,MISSION ST,14,10,0,0,0,0,0,0,,3637020,,71,72,6075,20900,6075020900,209,6,75,9,08 - Mission,Mission,7856.78961,3382884.624,18860,136,108,6,75,20900,209,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020900
473,271,For Profit,2766,MISSION ST,31,0,28,0,3,0,31,587.86,Yes,3643008,,71,72,6075,20900,6075020900,209,6,75,9,08 - Mission,Mission,7856.78961,3382884.624,18860,136,108,6,75,20900,209,Mission,7/8/2022,12:00.0,9,9,7/8/2022,09:48.1,6075020900
454,396,For Profit,868,VALENCIA ST,24,0,24,0,0,0,24,550,Yes,3597009,,69,70,6075,20700,6075020700,207,6,75,8,08 - Mission,Mission,8451.308546,3807921.447,18858,138,104,6,75,20701,207.01,Mission,7/8/2022,12:00.0,8,9,7/8/2022,09:48.1,6075020701
449,238,For Profit,1751,MARKET ST,9,0,9,0,0,0,9,633.9,No,3503003,,64,65,6075,20200,6075020200,202,6,75,6,08 - Mission,Mission,8630.843769,3658768.626,18853,144,97,6,75,20202,202.02,Mission,7/8/2022,12:00.0,8,9,7/8/2022,09:48.1,6075020202
451,457,Non-Profit,165,GUERRERO ST,16,0,0,0,0,0,0,0,,3533029,,64,65,6075,20200,6075020200,202,6,75,6,08 - Mission,Mission,8630.843769,3658768.626,18853,144,97,6,75,20202,202.02,Mission,7/8/2022,12:00.0,8,9,7/8/2022,09:48.1,6075020202
447,35,For Profit,3143,16TH ST,20,0,16,0,4,0,20,600,Yes,3568064,,64,65,6075,20200,6075020200,202,6,75,6,08 - Mission,Mission,8630.843769,3658768.626,18853,145,96,6,75,20201,202.01,Mission,7/8/2022,12:00.0,8,8,7/8/2022,09:48.1,6075020201
448,36,For Profit,3161,16TH ST,54,0,51,0,3,0,54,723.33,Yes,3568061,,64,65,6075,20200,6075020200,202,6,75,6,08 - Mission,Mission,8630.843769,3658768.626,18853,145,96,6,75,20201,202.01,Mission,7/8/2022,12:00.0,8,8,7/8/2022,09:48.1,6075020201
450,393,For Profit,528,VALENCIA ST,49,0,37,0,14,0,51,0,Yes,3568003,,64,65,6075,20200,6075020200,202,6,75,6,08 - Mission,Mission,8630.843769,3658768.626,18853,145,96,6,75,20201,202.01,Mission,7/8/2022,12:00.0,8,8,7/8/2022,09:48.1,6075020201
