FID_1,ObjectID,STATUS_1,ST_NUMBER,ST_NAME,CERT_RESID,CERT_TOURI,REPORTED_R,REPORTED_T,VACANT_RES,VACANT_TOU,TOTAL_UNIT,AVG_RENT,SERVICES,MAPBLKLOT,AFF_100_LA,FID_1_1,OBJECTID_1,FIPSSTCO,TRT2000,STFID,TRACTID,STATE,COUNTY,BOS,PD,NHOOD,Shape_Leng,Shape_Area,LOGRECNO,FID_2,object_id,state_fp,county_fp,tractce,name,neighborhood,date_data_,time_data_,sup_dist_2,sup_dist_3,date_dat_2,time_dat_2,geoid
160,353,For Profit,856,STOCKTON ST,58,0,56,0,2,0,58,320,,225017,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
161,408,For Profit,29,WAVERLY PL,13,0,12,0,1,0,13,429.79,Yes,225025,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
162,409,For Profit,41,WAVERLY PL,20,0,20,0,0,0,23,307.71,,225023,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
163,480,Non-Profit,855,SACRAMENTO ST,21,26,0,0,0,0,0,0,,242027,,16,17,6075,11800,6075011800,118,6,75,3,03 - Northeast,Chinatown,3158.547624,608607.5787,18806,213,22,6,75,11800,118,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011800
137,49,For Profit,11,BELDEN ST,105,0,106,0,0,0,106,575.09,Yes,269005,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
138,76,For Profit,447,BUSH ST,38,13,32,10,6,3,51,1890.13,Yes,287020,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
139,77,For Profit,507,BUSH ST,38,18,0,0,0,0,0,0,,286001,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
140,78,For Profit,510,BUSH ST,79,13,18,7,48,6,79,1804,Yes,271005,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
141,79,For Profit,625,BUSH ST,13,0,13,0,0,0,13,915.32,Yes,285018,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
142,155,For Profit,222,FRONT ST,0,0,0,0,0,0,0,0,,236006,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
143,171,For Profit,523,GRANT AV,10,0,10,0,0,0,10,799,F,257003,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
144,211,For Profit,250,KEARNY ST,137,8,0,0,0,0,0,0,,288025,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
145,278,For Profit,190,OFARRELL ST,60,11,53,4,7,7,71,600,Yes,314006,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
146,302,For Profit,614,PINE ST,40,22,40,22,0,0,62,569,Yes,257009,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
147,332,For Profit,242,POWELL ST,6,99,1,68,5,31,105,331.52,Yes,314010,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
148,364,For Profit,325,SUTTER ST,69,10,41,9,18,1,69,746.15,Yes,294021,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
149,451,Non-Profit,66,GEARY,69,4,0,0,0,0,0,0,,310012,,15,16,6075,11700,6075011700,117,6,75,3,04 - Downtown,Financial District,12025.76719,6056377.226,18805,214,21,6,75,11700,117,Financial District/South Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011700
85,112,For Profit,920,CLAY ST,12,0,12,0,0,0,12,123.33,,211006,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
86,113,For Profit,937,CLAY ST,68,0,61,0,7,0,68,489.14,Yes,224032,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
87,195,For Profit,840,JACKSON ST,15,0,15,0,0,0,15,325,Yes,179013,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
88,196,For Profit,912,JACKSON ST,23,0,0,0,0,0,0,536.87,Yes,180007,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
89,295,For Profit,801,PACIFIC AV,20,0,17,0,3,0,20,403.45,Yes,179001,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
90,352,For Profit,809,STOCKTON ST,24,0,24,0,0,0,514,514.46,Yes,224005,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
91,354,For Profit,1017,STOCKTON ST,14,0,0,0,0,0,0,0,,192003,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
92,356,For Profit,1137,STOCKTON ST,23,0,23,0,1,0,23,362,No,179042,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
93,431,Non-Profit,910,CLAY ST,6,0,0,0,0,0,0,0,,211005,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
94,498,Non-Profit,940,WASHINGTON ST,9,20,0,0,0,0,0,0,,192005,,12,13,6075,11300,6075011300,113,6,75,3,03 - Northeast,Chinatown,5208.095382,1100970.827,18802,215,20,6,75,11300,113,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011300
83,209,For Profit,1155,JONES ST,6,0,6,0,0,0,6,2268.17,Yes,247001,,11,12,6075,11200,6075011200,112,6,75,3,03 - Northeast,Nob Hill,5832.221147,1909035.973,18801,216,19,6,75,11200,112,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011200
84,334,For Profit,1005,POWELL ST,64,0,64,0,0,0,64,420,Yes,212008,,11,12,6075,11200,6075011200,112,6,75,3,03 - Northeast,Nob Hill,5832.221147,1909035.973,18801,216,19,6,75,11200,112,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011200
71,93,For Profit,1499,CALIFORNIA ST,84,0,72,0,12,0,84,947.78,Yes,250016,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,217,18,6,75,11102,111.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011102
72,94,For Profit,1507,CALIFORNIA ST,36,0,0,0,0,0,0,0,,645001,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,217,18,6,75,11102,111.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011102
76,307,For Profit,1485,PINE ST,61,2,58,0,3,2,63,600,Yes,668009,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,217,18,6,75,11102,111.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011102
81,426,Non-Profit,1541,CALIFORNIA ST,51,0,0,0,0,0,0,0,,645020,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,217,18,6,75,11102,111.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011102
82,478,Non-Profit,1315,POLK ST,0,0,0,0,0,0,0,0,,667003,Y,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,217,18,6,75,11102,111.02,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011102
70,92,For Profit,1388,CALIFORNIA ST,50,19,50,14,0,5,69,875,Yes,248014,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
73,95,For Profit,1544,CALIFORNIA ST,52,0,47,0,5,0,52,600,Yes,644012,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
74,114,For Profit,1627,CLAY ST,15,15,0,0,0,0,0,0,,621021,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
75,224,For Profit,1430,LARKIN ST,20,0,0,0,0,0,0,0,,249017,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
77,313,For Profit,1544,POLK ST,29,9,28,8,0,1,37,675,Yes,644016,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
78,314,For Profit,1618,POLK ST,6,0,6,0,0,0,6,670.71,Yes,621014,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
79,315,For Profit,1625,POLK ST,6,0,6,0,0,0,6,660.88,Yes,622003,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
80,341,For Profit,1685,SACRAMENTO ST,24,14,22,14,2,0,38,586,Yes,644017,,10,11,6075,11100,6075011100,111,6,75,3,03 - Northeast,Nob Hill,6571.281117,2618047.038,18800,218,17,6,75,11101,111.01,Nob Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011101
65,190,For Profit,1531,HYDE ST,18,0,18,0,1,0,18,1066,Yes,185005,,9,10,6075,11000,6075011000,110,6,75,3,03 - Northeast,Nob Hill,6450.109373,2498986.837,18799,219,16,6,75,11002,110.02,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011002
68,318,For Profit,2048,POLK ST,81,0,81,0,0,0,81,350,Yes,573012,,9,10,6075,11000,6075011000,110,6,75,3,03 - Northeast,Nob Hill,6450.109373,2498986.837,18799,219,16,6,75,11002,110.02,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011002
64,189,For Profit,1369,HYDE ST,13,0,13,0,0,0,13,923,Yes,217025,,9,10,6075,11000,6075011000,110,6,75,3,03 - Northeast,Nob Hill,6450.109373,2498986.837,18799,220,15,6,75,11001,110.01,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011001
66,316,For Profit,1733,POLK ST,7,0,7,0,0,0,7,608,Yes,619002,,9,10,6075,11000,6075011000,110,6,75,3,03 - Northeast,Nob Hill,6450.109373,2498986.837,18799,220,15,6,75,11001,110.01,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011001
67,317,For Profit,1736,POLK ST,17,0,11,0,0,0,11,762,,620018,,9,10,6075,11000,6075011000,110,6,75,3,03 - Northeast,Nob Hill,6450.109373,2498986.837,18799,220,15,6,75,11001,110.01,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011001
69,460,Non-Profit,1535,JACKSON ST,19,0,0,0,0,0,0,0,,597022,Y,9,10,6075,11000,6075011000,110,6,75,3,03 - Northeast,Nob Hill,6450.109373,2498986.837,18799,220,15,6,75,11001,110.01,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075011001
63,403,For Profit,2420,VAN NESS AV,18,0,14,0,4,0,18,900,Yes,547009,,8,9,6075,10900,6075010900,109,6,75,3,03 - Northeast,Russian Hill,6652.627929,2698526.924,18798,221,14,6,75,10902,109.02,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010902
1,124,For Profit,905,COLUMBUS AV,74,0,61,0,13,0,74,488.06,Yes,65015,,2,3,6075,10300,6075010300,103,6,75,3,03 - Northeast,Russian Hill,7543.379424,2881408.704,18792,222,5,6,75,10300,103,Russian Hill,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010300
0,108,For Profit,815,CLAY ST,14,0,14,0,0,0,14,287.68,Yes,25031,,1,2,6075,10200,6075010200,102,6,75,2,03 - Northeast,Russian Hill,19477.82018,5589593.023,18791,223,4,6,75,10202,102.02,Russian Hill,7/8/2022,12:00.0,2,2,7/8/2022,09:48.1,6075010202
24,59,For Profit,615,BROADWAY,52,81,15,68,1,49,133,1107.12,,161001,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
25,60,For Profit,636,BROADWAY,10,0,8,0,2,0,10,600,Yes,146005,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
26,61,For Profit,637,BROADWAY,42,0,42,0,0,0,42,491.9,Yes,161035,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
27,62,For Profit,660,BROADWAY,9,0,9,0,0,0,9,573.28,Yes,146007,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
28,63,For Profit,672,BROADWAY,14,0,14,0,0,0,14,765,Yes,146008,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
29,64,For Profit,673,BROADWAY,14,0,0,0,0,0,14,430,Yes,161031,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
30,65,For Profit,686,BROADWAY,43,0,46,0,0,0,46,653.81,Yes,146011,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
31,66,For Profit,691,BROADWAY,30,0,31,0,0,0,31,508.21,Yes,161029,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
32,67,For Profit,700,BROADWAY,6,0,8,0,0,0,8,602.38,Yes,147005,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
33,68,For Profit,705,BROADWAY,34,0,0,0,0,0,0,0,,160001,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
34,69,For Profit,730,BROADWAY,16,0,16,0,0,0,16,372.43,Yes,0147008A,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
35,70,For Profit,740,BROADWAY,57,0,57,0,0,0,57,537.42,Yes,0147008B,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
36,71,For Profit,754,BROADWAY,51,0,51,0,0,0,51,1587,Yes,147011,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
37,72,For Profit,785,BROADWAY,3,18,21,0,0,0,21,435.87,Yes,160018,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
38,117,For Profit,237,COLUMBUS AV,34,0,34,0,0,0,34,449.77,Yes,162005,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
39,118,For Profit,301,COLUMBUS AV,46,0,38,0,8,0,46,500,,146002,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
40,119,For Profit,331,COLUMBUS AV,12,0,12,0,0,0,12,520.82,Yes,146027,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
41,121,For Profit,371,COLUMBUS AV,27,0,27,0,1,0,28,578,Yes,146025,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
44,178,For Profit,1134,GRANT AV,21,0,21,0,0,0,21,519,Yes,162013,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
45,291,For Profit,630,PACIFIC AV,18,0,0,0,0,0,0,0,,162006,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
46,292,For Profit,644,PACIFIC AV,28,0,0,0,0,0,0,0,,162008,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
47,293,For Profit,656,PACIFIC AV,35,0,0,0,0,0,0,0,,162009,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
48,294,For Profit,752,PACIFIC AV,38,0,0,0,0,0,0,0,,161013,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
49,335,For Profit,1362,POWELL ST,25,0,28,0,0,0,28,509.85,Yes,160017,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
50,336,For Profit,1449,POWELL ST,17,0,0,0,0,0,0,0,,148031,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
51,337,For Profit,1466,POWELL ST,83,0,83,0,0,0,85,427,Yes,0147015A,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
52,357,For Profit,1316,STOCKTON ST,28,0,27,0,1,0,28,500,Yes,146012,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
53,358,For Profit,1323,STOCKTON ST,20,0,20,0,0,0,20,441,Yes,147004,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
54,359,For Profit,1331,STOCKTON ST,182,0,182,0,0,0,182,252,Yes,147003,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
55,360,For Profit,1334,STOCKTON ST,79,0,79,0,0,0,79,563.43,Yes,146015,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
56,361,For Profit,1350,STOCKTON ST,99,0,99,0,0,0,99,551.43,Yes,146016,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
57,362,For Profit,1351,STOCKTON ST,54,0,57,0,0,0,57,408,Yes,147002,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
60,399,For Profit,705,VALLEJO ST,40,3,36,3,1,0,40,462,Yes,147001,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
62,479,Non-Profit,1450,POWELL ST,10,0,0,0,0,0,0,0,,147015,,6,7,6075,10700,6075010700,107,6,75,3,03 - Northeast,Russian Hill,6823.507043,1971197.713,18796,227,10,6,75,10701,107.01,Chinatown,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010701
4,50,For Profit,371,BROADWAY,42,0,42,0,0,0,42,563.95,Yes,164018,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
5,51,For Profit,381,BROADWAY,43,0,42,0,0,0,43,478.38,Yes,164014,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
6,52,For Profit,402,BROADWAY,82,36,76,34,6,2,118,540,Yes,144007,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
7,53,For Profit,407,BROADWAY,36,0,0,0,0,0,0,0,,163001,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
8,54,For Profit,438,BROADWAY,23,7,34,0,0,0,34,376.59,Yes,144011,,5,6,6075,10600,6075010600,106,6,75,3,03 - Northeast,North Beach,7438.21339,2015310.935,18795,228,9,6,75,10600,106,North Beach,7/8/2022,12:00.0,3,3,7/8/2022,09:48.1,6075010600
